Election_id,State_id,Constituency,Candidate_name,Party,EVM_Votes,Postal _Votes,Total _Votes,Percentage_Votes,Result
3747,Maharashtra,Bhandara Gondiya,VILAS JIYALAL RAUT,Independent,1611,5,1616,0.13,Lost
3748,Maharashtra,Bhandara Gondiya,BENIRAM RAMCHAND FULBANDHE,Independent,1482,15,1497,0.12,Lost
3749,Maharashtra,Bhandara Gondiya,PRADEEP  DHOBALE,Independent,1163,33,1196,0.1,Lost
3750,Maharashtra,Bhandara Gondiya,SURYAKIRAN ISHWAR NANDAGAWALI,Independent,1132,30,1162,0.09,Lost
3751,Maharashtra,Bhandara Gondiya,ITWALE SHARAD MARTAND,Independent,1020,8,1028,0.08,Lost
3752,Maharashtra,Bhandara Gondiya,TULSIRAM URKUDA GEDAM,Independent,831,11,842,0.07,Lost
3753,Maharashtra,Bhandara Gondiya,CHAITRAM DASHARATH KOKASE,Independent,780,11,791,0.06,Lost
3754,Maharashtra,Bhandara Gondiya,NOTA,None of the Above,10106,162,10268,0.83,Lost
3755,Maharashtra,Bhiwandi,BALYA MAMA 1000 SURESH GOPINATH MHATRE,Nationalist Congress Party ,498199,1265,499464,39.85,Won
3756,Maharashtra,Bhiwandi,KAPIL MORESHWAR PATIL,Bharatiya Janata Party,431907,1436,433343,34.57,Lost
3757,Maharashtra,Bhiwandi,NILESH BHAGWAN SAMBARE,Independent,230254,1163,231417,18.46,Lost
3758,Maharashtra,Bhiwandi,KANCHAN VINAYAK VAKHARE,New Rashtriya Samaj Party,24607,18,24625,1.96,Lost
3759,Maharashtra,Bhiwandi,TARA PINTYA WAGHE,Independent,6908,1000,6908,0.55,Lost
3760,Maharashtra,Bhiwandi,MUMATAZ ABDULSATTAR ANSARI,Bahujan Samaj Party,6801,21,6822,0.54,Lost
3761,Maharashtra,Bhiwandi,MANISHA SANTOSH GONDHALE,Independent,5120,1000,5120,0.41,Lost
3762,Maharashtra,Bhiwandi,MANOJ GOVAR TURE,Independent,4896,1,4897,0.39,Lost
3763,Maharashtra,Bhiwandi,JAHID MURABTAR ANSARI,Independent,4879,3,4882,0.39,Lost
3764,Maharashtra,Bhiwandi,CHANDRAKANT RAMBHAJI MOTE,Independent,3429,4,3433,0.27,Lost
3765,Maharashtra,Bhiwandi,RAHUL ASHOK KATHOLE,Independent,3131,4,3135,0.25,Lost
3766,Maharashtra,Bhiwandi,ASHOK BHIKU BAHADARE,Sanyukt Bharat Paksh,2044,3,2047,0.16,Lost
3767,Maharashtra,Bhiwandi,SURESH PANDAGALE,Apni Prajahit Party,1997,16,2013,0.16,Lost
3768,Maharashtra,Bhiwandi,MILIND KASHINATH KAMBLE,Independent,1843,18,1861,0.15,Lost
3769,Maharashtra,Bhiwandi,KHAN MOHD AKARAM ABDUL HANAN,All India Majlis1000E1000Ittehadul Muslimeen,1739,2,1741,0.14,Lost
3770,Maharashtra,Bhiwandi,DANISH EZAZ AH. SHAIKH,Bahujan Maha Party,1580,6,1586,0.13,Lost
3771,Maharashtra,Bhiwandi,HARSHAD RAMESH MHATRE,Independent,1568,1000,1568,0.13,Lost
3772,Maharashtra,Bhiwandi,MUTKIRI SHANKAR NAGESH,Independent,1445,1000,1445,0.12,Lost
3773,Maharashtra,Bhiwandi,KAPIL JAYHIND PATIL,Independent,1237,5,1242,0.1,Lost
3774,Maharashtra,Bhiwandi,SAIFAN CHAND PATHAN,Bhartiya Manavta Party,1188,1,1189,0.09,Lost
3775,Maharashtra,Bhiwandi,RANJANA RAVI TRIBHUWAN,Independent,1082,3,1085,0.09,Lost
3776,Maharashtra,Bhiwandi,MOHD. KALEEM ANSARI,Peoples Party of India (Democratic),934,3,937,0.07,Lost
3777,Maharashtra,Bhiwandi,WASEEM TUFAIL SIDDIQUI,Independent,803,2,805,0.06,Lost
3778,Maharashtra,Bhiwandi,SURESH SITARAM MHATRE,Independent,706,1,707,0.06,Lost
3779,Maharashtra,Bhiwandi,SONALI ASHOK GANGAWANE,Independent,698,1000,698,0.06,Lost
3780,Maharashtra,Bhiwandi,AAPPA 1000 VISHAL VIJAY MORE,Independent,598,3,601,0.05,Lost
3781,Maharashtra,Bhiwandi,PROF. AMEERUL HASAN SAYYED,Independent,479,2,481,0.04,Lost
3782,Maharashtra,Bhiwandi,NOTA,None of the Above,9266,81,9347,0.75,Lost
3783,Maharashtra,Buldhana,JADHAV PRATAPRAO GANPATRAO,Shiv Sena,348289,1578,349867,31.53,Won
3784,Maharashtra,Buldhana,NARENDRA DAGDU KHEDEKAR,Shiv Sena (Uddhav Balasaheb Thackrey),319415,973,320388,28.88,Lost
3785,Maharashtra,Buldhana,RAVIKANT CHANDRADAS TUPKAR,Independent,249042,921,249963,22.53,Lost
3786,Maharashtra,Buldhana,VASANTRAO RAJARAM MAGAR,Vanchit Bahujan  Aaghadi,98093,348,98441,8.87,Lost
3787,Maharashtra,Buldhana,ASHOK WAMAN HIWALE,Independent,15414,22,15436,1.39,Lost
3788,Maharashtra,Buldhana,SANDEEP RAMRAO SHELKE,Independent,12993,57,13050,1.18,Lost
3789,Maharashtra,Buldhana,GAUTAM KISANRAO MAGHADE,Bahujan Samaj Party,8125,93,8218,0.74,Lost
3790,Maharashtra,Buldhana,ASLAM SHAH HASAN SHAH,Maharashtra Vikas Aghadi,6117,36,6153,0.55,Lost
3791,Maharashtra,Buldhana,NANDU JAGANNATH LAWANGE,Independent,5696,17,5713,0.51,Lost
3792,Maharashtra,Buldhana,MACHHINDRA SHESHRAV MAGHADE,Socialist Party (India),5247,11,5258,0.47,Lost
3793,Maharashtra,Buldhana,MOHAMMAD HASAN INAMDAR,Minorities Democratic Party,4966,12,4978,0.45,Lost
3794,Maharashtra,Buldhana,GAJANAN JANARDAN DHANDE,Independent,4841,13,4854,0.44,Lost
3795,Maharashtra,Buldhana,DINKAR TUKARAM SAMBARE,Independent,4550,14,4564,0.41,Lost
3796,Maharashtra,Buldhana,BALASAHEB RAMCHANDRA INGLE,Independent,3911,20,3931,0.35,Lost
3797,Maharashtra,Buldhana,PRATAP PANDHARINATH PATIL,Independent,2547,14,2561,0.23,Lost
3798,Maharashtra,Buldhana,SANTOSH BHIMRAO INGLE,Republican Party of India (A),2524,6,2530,0.23,Lost
3799,Maharashtra,Buldhana,MADHAVRAO SAKHARAM BANSODE,Bahujan Republican  Socialist Party,2441,14,2455,0.22,Lost
3800,Maharashtra,Buldhana,VIKAS BHAI NANDAVE,Bhim Sena,2322,9,2331,0.21,Lost
3801,Maharashtra,Buldhana,UDDHAV ONKAR ATOLE,Independent,1946,22,1968,0.18,Lost
3802,Maharashtra,Buldhana,REKHA KAILAS POPHALKAR,Independent,1533,7,1540,0.14,Lost
3803,Maharashtra,Buldhana,PROF SUMANTAI TIRPUDE,Peoples Party of India (Democratic),1505,6,1511,0.14,Lost
3804,Maharashtra,Buldhana,NOTA,None of the Above,3750,36,3786,0.34,Lost
3805,Maharashtra,Chandrapur,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88,Won
3806,Maharashtra,Chandrapur,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,456943,1061,458004,36.9,Lost
3807,Maharashtra,Chandrapur,BELE RAJESH WARLUJI,Vanchit Bahujan  Aaghadi,21934,46,21980,1.77,Lost
3808,Maharashtra,Chandrapur,RAJENDRA HARISHCHANDRA RAMTEKE,Bahujan Samaj Party,9145,43,9188,0.74,Lost
3809,Maharashtra,Chandrapur,SANJAY NILKANTH GAWANDE,Independent,5087,1,5088,0.41,Lost
3810,Maharashtra,Chandrapur,DIWAKAR HARIJI URADE,Independent,3221,3,3224,0.26,Lost
3811,Maharashtra,Chandrapur,NAMDEO MANIKRAO SHEDMAKE,Gondvana Gantantra Party,2238,18,2256,0.18,Lost
3812,Maharashtra,Chandrapur,SEWAKDAS KAWDUJI BARKE,Peoples Party of India (Democratic),1997,1,1998,0.16,Lost
3813,Maharashtra,Chandrapur,AWACHIT SHAMRAO SAYAM,Janseva Gondwana Party,1886,20,1906,0.15,Lost
3814,Maharashtra,Chandrapur,MILIND PRALHAD DAHIWALE,Independent,1759,2,1761,0.14,Lost
3815,Maharashtra,Chandrapur,ASHOK RANAJI RATHOD,Jay Vidarbha Party,1660,10,1670,0.13,Lost
3816,Maharashtra,Chandrapur,VIKAS UTTAMRAO LASANTE,Sanman Rajkiya Paksha,1518,2,1520,0.12,Lost
3817,Maharashtra,Chandrapur,VIDYASAGAR KALIDAS KASARLAWAR,Bhim Sena,1426,1000,1426,0.11,Lost
3818,Maharashtra,Chandrapur,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,1054,3,1057,0.09,Lost
3819,Maharashtra,Chandrapur,PURNIMA DILIP GHONMODE,Bahujan Republican  Socialist Party,967,6,973,0.08,Lost
3820,Maharashtra,Chandrapur,NOTA,None of the Above,10821,22,10843,0.87,Lost
3821,Maharashtra,Dhule,BACHHAV SHOBHA DINESH,Indian National Congress,582492,1374,583866,47.89,Won
3822,Maharashtra,Dhule,BHAMRE SUBHASH RAMRAO,Bharatiya Janata Party,577778,2257,580035,47.57,Lost
3823,Maharashtra,Dhule,BHARAT BABURAO JADHAV,Independent,19695,18,19713,1.62,Lost
3824,Maharashtra,Dhule,ZAHOOR AHAMAD MOHAMAD YUSUF (JAM JAM),Bahujan Samaj Party,4955,18,4973,0.41,Lost
3825,Maharashtra,Dhule,SANJAY RAMESHWAR SHARMA,Independent,3741,5,3746,0.31,Lost
3826,Maharashtra,Dhule,SHAFEEQUE AHEMAD MD. RAFEEQUE,Independent,3706,1,3707,0.3,Lost
3827,Maharashtra,Dhule,NAMDEO ROHIDAS YELAVE,Bharatheeya Jawan Kisan Party,3659,24,3683,0.3,Lost
3828,Maharashtra,Dhule,ADV SACHIN UMAJI NIKAM,Independent,3657,3,3660,0.3,Lost
3829,Maharashtra,Dhule,RAJ CHAVAN,Independent,3443,9,3452,0.28,Lost
3830,Maharashtra,Dhule,MOHAMMAD ISMAIL JUMMAN,Independent,1084,1,1085,0.09,Lost
3831,Maharashtra,Dhule,SURESH JAGANNATH BRAHMANKAR (SURESH BAPU),Independent,1035,3,1038,0.09,Lost
3832,Maharashtra,Dhule,PATIL SHIVAJI NATHU,All India Forward Bloc,994,7,1001,0.08,Lost
3833,Maharashtra,Dhule,SHAIKH MOHAMMAD ZAID SHAMIM AHMED,Welfare Party Of India,946,5,951,0.08,Lost
3834,Maharashtra,Dhule,MOHAMMAD AAMEEN MOHAMMAD FARUQUE,Independent,833,2,835,0.07,Lost
3835,Maharashtra,Dhule,MUQEEM MEENA NAGRI,Bhim Sena,773,8,781,0.06,Lost
3836,Maharashtra,Dhule,IRFAN. MO. ISHAK (NADIR),Independent,763,1000,763,0.06,Lost
3837,Maharashtra,Dhule,MALAY PRAKASH PATIL,Independent,734,2,736,0.06,Lost
3838,Maharashtra,Dhule,ABDUL HAFEEZ ABDUL HAQUE,Independent,576,1,577,0.05,Lost
3839,Maharashtra,Dhule,NOTA,None of the Above,4661,32,4693,0.38,Lost
3840,Maharashtra,Dindori,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party ,575291,2048,577339,46.53,Won
3841,Maharashtra,Dindori,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,462333,1807,464140,37.4,Lost
3842,Maharashtra,Dindori,BABU SADU BHAGRE (SIR),Independent,103526,106,103632,8.35,Lost
3843,Maharashtra,Dindori,DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi,37006,97,37103,2.99,Lost
3844,Maharashtra,Dindori,JAGTAP DIPAK GANPAT,Independent,15664,17,15681,1.26,Lost
3845,Maharashtra,Dindori,TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party,9589,65,9654,0.78,Lost
3846,Maharashtra,Dindori,KISHOR AMBADAS DAGALE,Ambedkarite Party of India,8032,23,8055,0.65,Lost
3847,Maharashtra,Dindori,ANIL GAWALIRAM BARDE,Independent,6432,9,6441,0.52,Lost
3848,Maharashtra,Dindori,BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party,5613,8,5621,0.45,Lost
3849,Maharashtra,Dindori,GULAB MOHAN BARDE,Prabuddha Republican Party,4983,15,4998,0.4,Lost
3850,Maharashtra,Dindori,NOTA,None of the Above,8206,40,8246,0.66,Lost
3851,Maharashtra,Gadchiroli 1000 Chimur,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97,Won
3852,Maharashtra,Gadchiroli 1000 Chimur,ASHOK  MAHADEORAO NETE,Bharatiya Janata Party,474376,1720,476096,40.82,Lost
3853,Maharashtra,Gadchiroli 1000 Chimur,GONNADE  YOGESH  NAMDEORAO,Bahujan Samaj Party,18930,125,19055,1.63,Lost
3854,Maharashtra,Gadchiroli 1000 Chimur,HITESH PANDURANG MADAVI,Vanchit Bahujan  Aaghadi,15824,98,15922,1.37,Lost
3855,Maharashtra,Gadchiroli 1000 Chimur,VINOD GURUDAS MADAVI,Independent,6107,19,6126,0.53,Lost
3856,Maharashtra,Gadchiroli 1000 Chimur,KODAPE VILAS SHAMARAO,Independent,4396,6,4402,0.38,Lost
3857,Maharashtra,Gadchiroli 1000 Chimur,SUHAS UMESH KUMRE,Bhim Sena,2851,21,2872,0.25,Lost
3858,Maharashtra,Gadchiroli 1000 Chimur,KARAN SURESH SAYAM,Independent,2772,17,2789,0.24,Lost
3859,Maharashtra,Gadchiroli 1000 Chimur,BARIKRAO DHARMAJI MADAVI,Bahujan Republican  Socialist Party,2527,28,2555,0.22,Lost
3860,Maharashtra,Gadchiroli 1000 Chimur,DHIRAJ PURUSHOTTAM SHEDMAKE,Janseva Gondwana Party,2141,33,2174,0.19,Lost
3861,Maharashtra,Gadchiroli 1000 Chimur,NOTA,None of the Above,16507,70,16577,1.42,Lost
3862,Maharashtra,Hatkanangale,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14,Won
3863,Maharashtra,Hatkanangale,SATYAJEET BABASAHEB PATIL (AABA) SARUDKAR,Shiv Sena (Uddhav Balasaheb Thackrey),504181,2583,506764,39.1,Lost
3864,Maharashtra,Hatkanangale,RAJU SHETTI,Swabhimani Paksha,178866,984,179850,13.88,Lost
3865,Maharashtra,Hatkanangale,D. C. PATIL DADASAHEB / DADGONDA CHAVGONDA PATIL,Vanchit Bahujan  Aaghadi,32591,105,32696,2.52,Lost
3866,Maharashtra,Hatkanangale,ASLAM AINODIN MULLA,Independent,6107,4,6111,0.47,Lost
3867,Maharashtra,Hatkanangale,ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,4944,11,4955,0.38,Lost
3868,Maharashtra,Hatkanangale,TANDALE LAXMAN SHIVAJI,Independent,4788,1,4789,0.37,Lost
3869,Maharashtra,Hatkanangale,PROF. PARASHURAM MANE,Independent,4467,10,4477,0.35,Lost
3870,Maharashtra,Hatkanangale,KAMBLE RAVINDRA TUKARAM,Bahujan Samaj Party,3968,65,4033,0.31,Lost
3871,Maharashtra,Hatkanangale,SATYAJEET PATIL (AABA),Independent,3602,30,3632,0.28,Lost
3872,Maharashtra,Hatkanangale,ANANDRAO TUKARAM THORAT,Independent,3497,2,3499,0.27,Lost
3873,Maharashtra,Hatkanangale,IMRAN IQBAL KHATIB,Bahujan Mukti Party,3172,18,3190,0.25,Lost
3874,Maharashtra,Hatkanangale,RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,2146,28,2174,0.17,Lost
3875,Maharashtra,Hatkanangale,JAVED SIKANDAR MUJAVAR,Independent,1849,3,1852,0.14,Lost
3876,Maharashtra,Hatkanangale,SANTOSH KERBA KHOT,Kamgaar Kisan Party,1697,4,1701,0.13,Lost
3877,Maharashtra,Hatkanangale,DR. ISHWAR MAHADEV YAMGAR,Bharatiya Lokshakti Party,1520,17,1537,0.12,Lost
3878,Maharashtra,Hatkanangale,SHIVAJI DHONDIRAM SANKPAL,Independent,1390,2,1392,0.11,Lost
3879,Maharashtra,Hatkanangale,SHARAD BABURAO PATIL,National Black Panther Party,1356,5,1361,0.11,Lost
3880,Maharashtra,Hatkanangale,MANOHAR PRADIP SATPUTE,Independent,1063,3,1066,0.08,Lost
3881,Maharashtra,Hatkanangale,DHANAJI JAGANNATH GURAV (SHIVAREKAR),Lokrajya Janata Party,1054,7,1061,0.08,Lost
3882,Maharashtra,Hatkanangale,DAVARI LAXMAN SHRIPATI,Independent,1004,5,1009,0.08,Lost
3883,Maharashtra,Hatkanangale,RAJENDRA BHIMRAO MANE,Independent,935,5,940,0.07,Lost
3884,Maharashtra,Hatkanangale,DINAKARRAO TULSHIDAS CHAVAN (PATIL),All India Forward Bloc,674,5,679,0.05,Lost
3885,Maharashtra,Hatkanangale,RAMCHANDRA GOVINDRAO SALUNKHE,Independent,618,1000,618,0.05,Lost
3886,Maharashtra,Hatkanangale,MOHITE DEVENDRA NANA,Independent,559,1,560,0.04,Lost
3887,Maharashtra,Hatkanangale,MANE ARVIND BHIVA,Independent,422,2,424,0.03,Lost
3888,Maharashtra,Hatkanangale,MAHAMMAD MUBARAK DARAVESHI,Independent,360,1,361,0.03,Lost
3889,Maharashtra,Hatkanangale,NOTA,None of the Above,5027,76,5103,0.39,Lost
3890,Maharashtra,Hingoli,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49,Won
3891,Maharashtra,Hingoli,BABURAO KADAM KOHALIKAR,Shiv Sena,382599,1334,383933,33.12,Lost
3892,Maharashtra,Hingoli,DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi,161324,490,161814,13.96,Lost
3893,Maharashtra,Hingoli,AMBADAS SUKAJI GADE,Independent,14729,13,14742,1.27,Lost
3894,Maharashtra,Hingoli,VIJAY RAMJI GABHANE,Communist Party of India  (Marxist),14617,27,14644,1.26,Lost
3895,Maharashtra,Hingoli,ANAND RAJARAM DHULE,Independent,9807,10,9817,0.85,Lost
3896,Maharashtra,Hingoli,GAJANAN DHONDBA DAL,Bahujan Samaj Party,7410,55,7465,0.64,Lost
3897,Maharashtra,Hingoli,DATTA SHRIKRISHNA SURYAWANSHI,Independent,7233,6,7239,0.62,Lost
3898,Maharashtra,Hingoli,SARJERAO NIVRUTTI KHANDARE,Independent,5010,4,5014,0.43,Lost
3899,Maharashtra,Hingoli,RAMPRASAD NARAYAN BANGAR,Independent,4518,7,4525,0.39,Lost
3900,Maharashtra,Hingoli,BABURAO ANANDRAO KADAM,Independent,4469,13,4482,0.39,Lost
3901,Maharashtra,Hingoli,DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party,4081,18,4099,0.35,Lost
3902,Maharashtra,Hingoli,A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent,3707,6,3713,0.32,Lost
3903,Maharashtra,Hingoli,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,3353,21,3374,0.29,Lost
3904,Maharashtra,Hingoli,SUNIL MOTIRAM GAJBHAR,Independent,3192,1000,3192,0.28,Lost
3905,Maharashtra,Hingoli,ADV ALTAF AHMED,Indian National League,2934,16,2950,0.25,Lost
3906,Maharashtra,Hingoli,ASHOK PANDURANG RATHOD,Independent,2897,9,2906,0.25,Lost
3907,Maharashtra,Hingoli,ADV RAVI SHINDE,Independent,2687,14,2701,0.23,Lost
3908,Maharashtra,Hingoli,SATTAR PATHAN,Independent,2461,2,2463,0.21,Lost
3909,Maharashtra,Hingoli,MAHESH KAILAS NAPTE,Independent,2298,1,2299,0.2,Lost
3910,Maharashtra,Hingoli,ADV. SHIVAJIRAO JADHAV,Independent,2181,33,2214,0.19,Lost
3911,Maharashtra,Hingoli,BHAWAR GOVINDRAO FULAJI,Independent,2138,8,2146,0.19,Lost
3912,Maharashtra,Hingoli,TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar),2128,22,2150,0.19,Lost
3913,Maharashtra,Hingoli,PRAKASH MASARAM RANVIR,Republican Party of India (A),2097,5,2102,0.18,Lost
3914,Maharashtra,Hingoli,ADV. RAMRAO ATMARAM JUMBADE,Independent,2095,9,2104,0.18,Lost
3915,Maharashtra,Hingoli,DESHA SHYAM BANJARA,Samnak Janta Party,2052,11,2063,0.18,Lost
3916,Maharashtra,Hingoli,VISHVANATH BHAURAO FALEGAONKAR,Independent,1856,3,1859,0.16,Lost
3917,Maharashtra,Hingoli,HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party,1791,9,1800,0.16,Lost
3918,Maharashtra,Hingoli,RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh,1590,12,1602,0.14,Lost
3919,Maharashtra,Hingoli,DEWJI GANGARAM ASOLE,Independent,1476,7,1483,0.13,Lost
3920,Maharashtra,Hingoli,VIJAY DNYANBA RAUT,Independent,1115,11,1126,0.1,Lost
3921,Maharashtra,Hingoli,SUNIL DASHARATH INGOLE,Bhim Sena,1024,4,1028,0.09,Lost
3922,Maharashtra,Hingoli,VASANT KISAN PAIKRAO,Independent,590,3,593,0.05,Lost
3923,Maharashtra,Hingoli,NOTA,None of the Above,3079,44,3123,0.27,Lost
3924,Maharashtra,Jalgaon,SMITA UDAY WAGH,Bharatiya Janata Party,672119,2309,674428,57.67,Won
3925,Maharashtra,Jalgaon,KARAN BALASAHEB PATIL 1000 PAWAR,Shiv Sena (Uddhav Balasaheb Thackrey),421213,1621,422834,36.15,Lost
3926,Maharashtra,Jalgaon,YUVRAJ JADHAV (SAMBHA AAPPA),Vanchit Bahujan  Aaghadi,21062,115,21177,1.81,Lost
3927,Maharashtra,Jalgaon,EX1000HAVILDAR ISHWAR DAYARAM MORE,Sainik Samaj Party,7479,69,7548,0.65,Lost
3928,Maharashtra,Jalgaon,VILAS SHANKAR TAYADE,Bahujan Samaj Party,6310,71,6381,0.55,Lost
3929,Maharashtra,Jalgaon,LALIT (BANTI) SHARMA,Independent,4189,3,4192,0.36,Lost
3930,Maharashtra,Jalgaon,KARAN PAWAR,Independent,3954,29,3983,0.34,Lost
3931,Maharashtra,Jalgaon,ADVOCATE VIJAY BABULAL DANEJ,Independent,3400,4,3404,0.29,Lost
3932,Maharashtra,Jalgaon,MUKESH MULCHAND KOLI,Independent,3358,12,3370,0.29,Lost
3933,Maharashtra,Jalgaon,MAHENDRA DEVRAM KOLI,Independent,2462,14,2476,0.21,Lost
3934,Maharashtra,Jalgaon,AHMAD KHAN,Independent,1889,12,1901,0.16,Lost
3935,Maharashtra,Jalgaon,ABDUL SHAKUR DESHPANDE,Independent,1593,13,1606,0.14,Lost
3936,Maharashtra,Jalgaon,ADV. NAMDEO PANDURANG KOLI,Independent,1212,12,1224,0.1,Lost
3937,Maharashtra,Jalgaon,PATIL SANDIP YUVRAJ,Independent,1098,12,1110,0.09,Lost
3938,Maharashtra,Jalgaon,NOTA,None of the Above,13878,41,13919,1.19,Lost
3939,Maharashtra,Jalna,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59,Won
3940,Maharashtra,Jalna,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party,495809,2130,497939,36.52,Lost
3941,Maharashtra,Jalna,MANGESH SANJAY SABLE,Independent,155335,595,155930,11.44,Lost
3942,Maharashtra,Jalna,BAKALE PRABHAKAR DEVGAN,Vanchit Bahujan  Aaghadi,37678,132,37810,2.77,Lost
3943,Maharashtra,Jalna,BABASAHEB SANTUKRAO SHELKE,Samata Party,9564,6,9570,0.7,Lost
3944,Maharashtra,Jalna,CHABUKSWAR RAHUL NIRANJAN,Independent,6330,7,6337,0.46,Lost
3945,Maharashtra,Jalna,NIVRUTTI VISHWNATH BANSODE,Bahujan Samaj Party,5974,34,6008,0.44,Lost
3946,Maharashtra,Jalna,DIPAK BHIMRAO BORHADE,Samnak Janta Party,5498,24,5522,0.41,Lost
3947,Maharashtra,Jalna,TANAJI TUKARAM BHOJANE,Independent,4933,15,4948,0.36,Lost
3948,Maharashtra,Jalna,KAMBLE MAROTI DASHARATH,Independent,3712,16,3728,0.27,Lost
3949,Maharashtra,Jalna,RAJENDRA NAMDEO MAGRE,Independent,2873,2,2875,0.21,Lost
3950,Maharashtra,Jalna,MANOJ NEMINATH KOLTE,Independent,2734,3,2737,0.2,Lost
3951,Maharashtra,Jalna,MUKESH PRABHAT RATHOD,Akhil Bhartiya Parivar Party,2580,11,2591,0.19,Lost
3952,Maharashtra,Jalna,BABASAHEB PATIL SHINDE,Independent,2413,4,2417,0.18,Lost
3953,Maharashtra,Jalna,KADUBA MHATARBA INGLE,Independent,1962,5,1967,0.14,Lost
3954,Maharashtra,Jalna,AJHAR ANWAR SAYYAD,Independent,1541,5,1546,0.11,Lost
3955,Maharashtra,Jalna,AHMAD RAHIM SAIKH BAGWAN,Independent,1390,4,1394,0.1,Lost
3956,Maharashtra,Jalna,ADV. YOGESH DATTU GULLAPELLI,Independent,1339,3,1342,0.1,Lost
3957,Maharashtra,Jalna,BHAGWAN SAHEBRAO REGUDE,Hindustan Janta Party,1173,1,1174,0.09,Lost
3958,Maharashtra,Jalna,DNYANESHWAR DAGDUJI NADE,Independent,1142,1,1143,0.08,Lost
3959,Maharashtra,Jalna,DHANANJAY RUPRAOJI KAKDE (PATIL),Bharatheeya Jawan Kisan Party,1132,7,1139,0.08,Lost
3960,Maharashtra,Jalna,ABDUL RAFIQ ABDUL LATIF,Independent,1045,2,1047,0.08,Lost
3961,Maharashtra,Jalna,SHYAM RUSTUMRAO SHIRSATH,Bahujan Republican  Socialist Party,972,2,974,0.07,Lost
3962,Maharashtra,Jalna,RATAN ASARAM LANDGE,Independent,646,1,647,0.05,Lost
3963,Maharashtra,Jalna,VIKAS CHHAGAN LAHANE,Independent,644,1000,644,0.05,Lost
3964,Maharashtra,Jalna,SHAM PAWALS RUPEKAR,Independent,544,2,546,0.04,Lost
3965,Maharashtra,Jalna,NOTA,None of the Above,3504,33,3537,0.26,Lost
3966,Maharashtra,Kalyan,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38,Won
3967,Maharashtra,Kalyan,VAISHALI DAREKAR 1000 RANE,Shiv Sena (Uddhav Balasaheb Thackrey),379236,1256,380492,36.39,Lost
3968,Maharashtra,Kalyan,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan  Aaghadi,18697,44,18741,1.79,Lost
3969,Maharashtra,Kalyan,PRASHANT RAMESH INGLE,Bahujan Samaj Party,11285,56,11341,1.08,Lost
3970,Maharashtra,Kalyan,AMIT UPADHYAY,Right to Recall Party,4185,20,4205,0.4,Lost
3971,Maharashtra,Kalyan,ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party,2751,2,2753,0.26,Lost
3972,Maharashtra,Kalyan,AMRISH RAJ MORAJKAR,Independent,2616,4,2620,0.25,Lost
3973,Maharashtra,Kalyan,ASHWINI AMOL KENDRE,Independent,2461,7,2468,0.24,Lost
3974,Maharashtra,Kalyan,NAFIS AHMED ANSARI,Independent,1997,3,2000,0.19,Lost
3975,Maharashtra,Kalyan,SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party  (Ambedkar),1847,11,1858,0.18,Lost
3976,Maharashtra,Kalyan,ABHIJIT WAMANRAO BICHUKALE,Independent,1823,1,1824,0.17,Lost
3977,Maharashtra,Kalyan,AJAY SHYAM MORYA,Independent,1798,4,1802,0.17,Lost
3978,Maharashtra,Kalyan,SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh,1607,2,1609,0.15,Lost
3979,Maharashtra,Kalyan,CHANDRAKANT RAMBHAJI MOTE,Independent,1378,2,1380,0.13,Lost
3980,Maharashtra,Kalyan,POONAM JAGANNATH BAISANE,Bahujan Republican  Socialist Party,1376,5,1381,0.13,Lost
